merchant_city,merchant_state,jumlah_transaksi,total_volume
Belen,NM,60,3302.54
"Chenango Forks",NY,60,293.73
Cupertino,CA,60,3722.48
Flushing,MI,60,3888.93
Geneva,Switzerland,60,3115.13
Griffith,IN,60,3458.78
"Port Allen",LA,60,7753.92
Sandersville,GA,60,2927.27
Selinsgrove,PA,60,2292.47
Selma,CA,60,5158.49
Steinhatchee,FL,60,380.91
Vandergrift,PA,60,275.75
Wheatland,CA,60,1527.86
"Yarmouth Port",MA,60,3131.83
Piscataway,NJ,59,2342.88
Plover,WI,59,5899.46
Ridgely,MD,59,6387.24
"Severna Park",MD,59,9689.14
Knoxville,IA,59,653.33
"La Vernia",TX,59,1498.99
Lafayette,LA,59,2583.18
Lockbourne,OH,59,3582.20
Milledgeville,GA,59,2429.96
Minonk,IL,59,3055.44
Myrtle,MS,59,1817.04
Abrams,WI,59,5104.57
"Bella Vista",AR,59,1370.42
Benicia,CA,59,4514.59
Bennington,NE,59,2884.58
Cabazon,CA,59,2313.08
Conway,AR,59,927.44
"Deerfield Beach",FL,59,1453.49
Dumas,MS,59,2058.62
"Fall River",MA,59,3626.84
Franklin,IN,59,1968.50
"Gig Harbor",WA,59,2010.24
Arvada,CO,58,3082.43
"Bear Lake",MI,58,2228.57
Berea,KY,58,1857.79
Bettendorf,IA,58,1825.42
Carriere,MS,58,2245.49
Clearwater,SC,58,1607.92
Cortez,CO,58,2497.87
Ecorse,MI,58,4857.20
Englishtown,NJ,58,4287.12
Fishers,IN,58,1837.02
Greentown,IN,58,1793.81
"Port Huron",MI,58,2718.80
Riverton,UT,58,3733.44
Tioga,PA,58,1561.70
Troy,PA,58,1904.26
Weaver,AL,58,2035.07
Hollywood,MD,58,5434.73
Kamuela,HI,58,3667.21
Keithville,LA,58,2934.41
Lafayette,IN,58,7785.60
Lisbon,Portugal,58,3166.06
Littlefield,TX,58,558.22
Lowell,WI,58,1487.37
Lynn,MA,58,2910.97
Madison,AL,58,4983.63
Marlton,NJ,58,3403.54
"Mc Kees Rocks",PA,58,1948.20
Mendota,CA,58,1642.94
Mumbai,India,58,2700.54
"New Philadelphia",OH,58,1557.40
Newport,TN,58,967.96
"Havre De Grace",MD,57,3986.72
Kalama,WA,57,3864.08
"La Jolla",CA,57,2791.29
Lawrence,MI,57,2019.51
Logan,UT,57,1211.83
Maineville,OH,57,2310.03
Medford,MA,57,2144.23
Blackwell,OK,57,2861.83
Campbell,MO,57,1982.51
"Canon City",CO,57,2894.53
"Canyon Country",CA,57,4163.16
"Cape Canaveral",FL,57,2102.52
Centralia,KS,57,2984.01
Claremont,CA,57,2204.91
Clearwater,MN,57,7915.78
"Des Plaines",IL,57,2453.09
"Elkins Park",PA,57,5275.52
Essex,NY,57,3838.76
Farmville,VA,57,4002.97
Fayetteville,PA,57,2522.81
Fitchburg,MA,57,1751.43
"Grant Park",IL,57,5194.80
Remsen,IA,57,9466.73
"Rock Port",MO,57,462.05
Rossville,GA,57,1714.80
Sharon,PA,57,1833.41
Stovall,NC,57,1897.43
Watertown,TN,57,575.75
Waynesburg,PA,57,1776.37
"West Haven",CT,57,1265.92
Woodstock,CT,57,3992.41
Reseda,CA,56,1877.53
Richmond,MN,56,3163.87
Rockwood,TN,56,1745.90
"Sharon Hill",PA,56,2528.69
"Slippery Rock",PA,56,2234.01
"Springfield Gardens",NY,56,2190.56
Sterling,VA,56,3629.16
Tiger,GA,56,4494.81
"West Point",VA,56,854.31
Westbury,NY,56,4415.79
Wheeling,WV,56,1826.63
Hamden,CT,56,2534.10
Herndon,VA,56,1725.66
Hulbert,OK,56,1866.56
Kilgore,TX,56,3401.24
Munster,IN,56,4262.41
Olmito,TX,56,2308.05
Opelousas,LA,56,4117.70
Oxford,AL,56,2176.73
Pilger,NE,56,543.19
Alabaster,AL,56,2416.37
"Council Bluffs",IA,56,1465.50
Cullowhee,NC,56,1984.89
Douglas,GA,56,2006.49
"Fair Play",MO,56,1921.78
Georgetown,SC,56,3367.72
Grafton,VT,56,5120.00
"Grand Haven",MI,56,3094.29
Afton,TN,55,939.58
Alachua,FL,55,2440.31
Bangkok,Thailand,55,2232.81
Butner,NC,55,4320.70
"Cedar Hill",MO,55,2451.41
Charlestown,IN,55,1349.84
Chittenango,NY,55,3471.80
Coopersville,MI,55,3164.04
Davis,CA,55,1530.93
Delbarton,WV,55,2003.30
Denton,MD,55,2291.60
Durham,NH,55,2263.74
"East Chicago",IN,55,2186.82
Freeport,IL,55,3358.85
Frenchburg,KY,55,3692.87
"Great Mills",MD,55,6084.35
Sandy,UT,55,1230.59
"Simi Valley",CA,55,4767.80
"South Haven",MI,55,2283.52
Susanville,CA,55,1228.01
Sylvania,OH,55,3423.46
Hamburg,PA,55,2429.59
Hammon,OK,55,3049.11
"Hobe Sound",FL,55,1686.25
Jacksonville,IL,55,4701.50
"Le Sueur",MN,55,2009.11
Maddock,ND,55,8875.10
Mesquite,NM,55,2240.95
"Mount Laurel",NJ,55,2541.31
Petersburg,IL,55,7167.41
Hockley,TX,54,1374.08
Irvington,KY,54,590.44
"Lake City",MI,54,2570.83
Nevada,MO,54,2635.83
Pacific,WA,54,1910.79
Paris,TX,54,1689.64
Piedmont,AL,54,2434.81
Boring,OR,54,1546.65
Brooklyn,IA,54,3027.76
Catlett,VA,54,1647.22
"Church Road",VA,54,1993.10
"Ellwood City",PA,54,3435.82
Fernley,NV,54,2932.40
"Pinellas Park",FL,54,1590.89
Plaquemine,LA,54,1288.64
Sibley,LA,54,1900.96
"South Amboy",NJ,54,3053.65
Texarkana,AR,54,3896.56
Troy,OH,54,1957.26
Vail,CO,54,1821.41
Winchester,VA,54,3079.60
"Pleasant Hill",OH,53,2534.64
"Richfield Springs",NY,53,1215.44
Tavares,FL,53,1715.88
Wailuku,HI,53,1977.52
Westminster,MD,53,1272.36
Williamstown,KY,53,3141.13
Hayden,AL,53,2384.89
Kouts,IN,53,3696.49
Lennon,MI,53,2371.69
"Middle River",MD,53,2061.74
"Newbury Park",CA,53,1077.76
"North Palm Springs",CA,53,769.53
"Peachtree City",GA,53,2524.77
Anacortes,WA,53,2341.46
"Arkansas City",KS,53,4859.92
Bangor,ME,53,18136.42
Captiva,FL,53,2407.23
Charlottesville,VA,53,2436.13
Dixfield,ME,53,819.60
"East Flat Rock",NC,53,1921.12
"East Orange",NJ,53,2503.65
Edwardsville,IL,53,1507.05
Grafton,ND,53,3267.81
Belcamp,MD,52,4265.83
"Elizabeth City",NC,52,1172.85
"Polk City",FL,52,1675.62
Preston,ID,52,4222.45
Richards,TX,52,2201.72
Secaucus,NJ,52,4059.54
"Shasta Lake",CA,52,2548.42
Statesboro,GA,52,4880.67
"Steep Falls",ME,52,2516.31
Troy,MO,52,6846.25
Ventura,CA,52,1948.22
Washington,IL,52,2144.56
Ione,OR,52,1648.07
Jamestown,NY,52,746.97
Kellyville,OK,52,4140.00
Kinsman,OH,52,574.45
Lagrange,GA,52,1981.86
Lincolnwood,IL,52,1372.58
Lindenhurst,NY,52,10671.83
Longville,LA,52,8882.15
"Lutherville Timonium",MD,52,2124.84
Melrose,MN,52,2422.14
Menominee,MI,52,4840.52
"Missouri City",TX,52,1565.68
"New Lexington",OH,52,3275.35
Osseo,WI,52,2078.51
Palestine,TX,52,1658.78
Howard,KS,51,1168.55
Jackson,TN,51,1362.18
Lisbon,OH,51,2370.78
Middlesex,NJ,51,4456.90
Montebello,CA,51,9483.74
Morris,IL,51,4158.97
Navarre,OH,51,2485.98
"New Prague",MN,51,861.20
Orosi,CA,51,1251.00
"Pell City",AL,51,714.53
Burlington,VT,51,2725.37
Cabool,MO,51,1558.68
"Camp Point",IL,51,2388.71
Cartersville,GA,51,4368.49
"Columbia City",OR,51,1686.77
Coopersburg,PA,51,1720.69
"Fort Lee",VA,51,857.94
Galt,CA,51,19761.22
Grafton,WI,51,2142.94
Ponder,TX,51,487.99
Pottstown,PA,51,5864.02
"Red Oak",OK,51,864.40
"Santa Fe",TX,51,875.11
Sicklerville,NJ,51,5172.42
"South Point",OH,51,1420.49
Stephenville,TX,51,1979.11
Sweetwater,TX,51,2258.87
Sylacauga,AL,51,18991.46
Waban,MA,51,1520.75
Westport,CT,51,4916.29
Wildwood,FL,51,1968.19
"Winter Haven",FL,51,2623.73
Plattsburg,MO,50,504.14
"Playa Del Rey",CA,50,4100.87
"Pleasant Hill",IA,50,2518.91
"Port Saint Lucie",FL,50,1441.51
"Two Rivers",WI,50,1527.92
"Woodbury Heights",NJ,50,3688.05
Helena,GA,50,1310.33
Helsinki,Finland,50,1623.91
Homer,NY,50,1450.57
Liberty,MO,50,3204.83
Martin,TN,50,2012.10
Mcdonough,GA,50,13195.15
Merrillville,IN,50,2587.75
Nanuet,NY,50,3928.33
"North Miami Beach",FL,50,1138.88
"North Vernon",IN,50,2212.31
Patchogue,NY,50,3089.77
Alvaton,KY,50,14804.62
Blythe,CA,50,2388.17
Cameron,WI,50,6669.74
"Cardiff By The Sea",CA,50,3138.58
Clio,SC,50,3448.34
"Fort Pierce",FL,50,4542.21
"Grand Cane",LA,50,2025.71
Greenfield,MA,50,2589.96
Aberdeen,WA,49,1764.56
Alamo,GA,49,1651.78
Arab,AL,49,1808.05
Barre,VT,49,863.31
Benton,AR,49,2201.03
Bentonville,AR,49,2115.93
Campton,NH,49,595.76
"Cedar Lake",IN,49,954.37
Chilton,WI,49,797.36
"Colonial Heights",VA,49,3270.89
"Desert Hot Springs",CA,49,372.65
Devine,TX,49,3895.46
Dorchester,MA,49,1927.64
Drummonds,TN,49,2159.49
"East Moriches",NY,49,2372.26
"Eden Prairie",MN,49,1211.37
Fairburn,GA,49,2470.39
Fulton,MO,49,1165.00
Grimes,IA,49,761.55
Rawson,OH,49,3798.15
Rockfield,KY,49,2953.25
Lee,MA,49,835.67
"Little Rock",SC,49,3067.02
Marinette,WI,49,1775.82
"Mount Carmel",PA,49,2236.60
Nocona,TX,49,1873.09
"Orange Park",FL,49,2080.42
"Panama City Beach",FL,49,1509.32
Payneville,KY,49,892.90
Hereford,TX,48,920.10
"Hilton Head Island",SC,48,1980.24
Kell,IL,48,1607.80
Linden,MI,48,6816.82
Lothian,MD,48,571.31
Mackinaw,IL,48,3157.96
"Maple Shade",NJ,48,1280.37
"Mc Farland",WI,48,1203.89
Monroe,WA,48,2423.88
Morrilton,AR,48,2513.05
Moscow,ID,48,1585.68
"New Bedford",MA,48,730.33
Peabody,MA,48,600.81
Pickrell,NE,48,370.39
Americus,GA,48,1203.98
Ashburn,GA,48,2935.06
Carlsbad,CA,48,3489.19
Cornelius,OR,48,1220.14
Crowley,LA,48,2473.68
Falkner,MS,48,1012.55
Fredericksburg,VA,48,1661.58
Gilford,NH,48,2361.40
Riverhead,NY,48,1755.86
"Rock Island",IL,48,1430.32
"Saint Petersburg",Russia,48,3341.95
Trafford,PA,48,3860.00
Tuckerton,NJ,48,2115.12
Walkerton,VA,48,740.58
Webberville,MI,48,1660.60
Willington,CT,48,2587.89
Youngstown,NY,48,3883.67
"Pleasant Hill",CA,47,4001.26
Poolesville,MD,47,593.16
Poquoson,VA,47,2982.04
"Rice Lake",WI,47,2254.26
Riverside,RI,47,8564.32
"Rock Spring",GA,47,3036.63
Rosedale,MD,47,1630.65
Rosendale,NY,47,4863.55
"Saint Joseph",MI,47,1306.00
Southington,OH,47,2290.14
Splendora,TX,47,3977.45
Strasburg,CO,47,978.04
Troy,NC,47,379.74
"Union City",OK,47,1012.50
"Wappingers Falls",NY,47,2664.13
Harned,KY,47,1782.04
Harrison,NJ,47,2925.11
"Hazel Green",AL,47,4360.00
"Hong Kong","Hong Kong",47,1872.22
"House Springs",MO,47,1681.90
Huntsville,AL,47,2343.56
Jackson,MI,47,3281.19
Lewiston,NY,47,2182.66
Medina,OH,47,4101.08
Montgomery,TX,47,1190.73
Orangeville,PA,47,1776.09
"Abu Dhabi","United Arab Emirates",47,1537.76
Azusa,CA,47,1349.32
Belmont,MA,47,3920.42
Carney,MI,47,5204.56
Clayton,OH,47,4619.97
Fremont,OH,47,724.89
"Grand Island",NE,47,10875.10
Andover,MA,46,3433.29
Arlington,TN,46,2151.09
Belvidere,IL,46,1365.65
Blanchard,OK,46,4302.26
"Boiling Springs",SC,46,1976.64
Calera,AL,46,1608.83
Calera,OK,46,1833.80
Cambridge,MA,46,3291.21
"Central City",IA,46,1980.95
Cheraw,SC,46,2486.44
Chester,CT,46,1635.92
Chico,CA,46,1869.93
Cypress,TX,46,5618.15
Dickinson,ND,46,2730.38
"East Wenatchee",WA,46,2208.47
Flint,MI,46,1901.01
"Fort Washington",PA,46,1149.29
Purcellville,VA,46,1857.40
Simpsonville,KY,46,704.55
Spencer,OK,46,1727.32
Strasburg,ND,46,2689.50
Tunkhannock,PA,46,1927.82
"White Oak",TX,46,780.81
Woodridge,IL,46,6347.99
Hagerstown,MD,46,5415.68
Jericho,NY,46,3373.23
Kersey,CO,46,3374.89
"Krotz Springs",LA,46,2218.58
Lacey,WA,46,5336.27
Lebanon,KY,46,1612.08
Marion,NC,46,2751.09
Mineola,TX,46,2917.05
Montevideo,Uruguay,46,1347.00
"Oak Park",IL,46,2897.71
Oakley,CA,46,9030.47
Pamplico,SC,46,1217.06
Philmont,NY,46,3084.66
Hope,AR,45,8488.44
Lafayette,TN,45,4388.45
"Los Alamos",NM,45,1495.95
"Los Lunas",NM,45,2555.64
"New Milford",CT,45,1777.13
"North Dartmouth",MA,45,2406.65
Oakton,VA,45,3389.38
"Abita Springs",LA,45,1404.64
"Bossier City",LA,45,1804.45
"Cannon Falls",MN,45,2378.41
Cumby,TX,45,633.08
Erlanger,KY,45,1528.35
Fairmont,MN,45,3349.30
Franklin,IL,45,1985.42
Gaston,IN,45,1427.50
"Pleasant Hill",LA,45,1838.18
Rockford,OH,45,1134.91
Roy,WA,45,2703.76
Rushford,MN,45,1849.51
"Saint James",NY,45,3828.44
Sebastopol,CA,45,1722.25
Smyrna,GA,45,1192.65
Stirling,NJ,45,4142.89
Whitehall,MI,45,1979.62
Winnie,TX,45,2501.88
Winnsboro,TX,45,3081.61
Yukon,OK,45,5732.14
"Rapid City",SD,44,2697.02
Riyadh,"Saudi Arabia",44,1623.13
Russellville,KY,44,3835.12
Salem,IN,44,1631.89
"Union Grove",WI,44,1356.15
Westfield,WI,44,2410.04
Yucaipa,CA,44,1469.29
Hampton,CT,44,4569.12
Hershey,PA,44,2086.54
Hohenwald,TN,44,1070.63
Leo,IN,44,733.84
Macon,MS,44,2183.68
Minooka,IL,44,3221.98
Montague,MI,44,1538.85
Moody,AL,44,4120.00
"Mount Perry",OH,44,3070.49
"New Hope",PA,44,2951.90
Palermo,CA,44,2238.73
Perkasie,PA,44,4335.32
Abingdon,VA,44,1248.40
Andover,IL,44,2921.15
Campbell,CA,44,3979.44
Casselberry,FL,44,25117.69
Coldwater,OH,44,1370.56
Corning,NY,44,480.64
Dewitt,VA,44,1691.17
Dunnellon,FL,44,2121.15
Faribault,MN,44,5805.02
"Forest Hill",MD,44,9761.54
Glenfield,NY,44,542.52
Gretna,NE,44,5559.47
"Ash Flat",AR,43,1713.68
Beasley,TX,43,9540.00
"Big Spring",TX,43,3727.21
Coatesville,PA,43,1994.81
Corunna,MI,43,1565.61
Fairmont,WV,43,2257.90
Farmingdale,NY,43,1907.41
Frankfort,NY,43,1236.82
Glenmont,NY,43,3366.81
Gosport,IN,43,3755.63
Grahamsville,NY,43,1676.31
Pixley,CA,43,2084.27
Plainfield,IL,43,977.90
Plainview,TX,43,894.30
Polk,OH,43,856.36
Rescue,CA,43,1153.97
Somers,CT,43,3178.84
Timberlake,NC,43,1467.52
Tornado,WV,43,2227.82
Troy,IL,43,1442.74
Trumann,AR,43,714.36
"Wild Rose",WI,43,1695.75
Hamburg,NY,43,7685.35
Hesston,KS,43,1593.52
Kennesaw,GA,43,2400.35
Mandeville,LA,43,4349.51
Mansfield,LA,43,1465.47
"Mount Dora",FL,43,1751.55
Oxford,NC,43,2567.40
"Park City",MT,43,4740.00
Piedmont,SC,43,1822.12
Hooker,OK,42,2366.48
"Johnson City",NY,42,2170.30
Johnstown,PA,42,4469.44
Kelso,WA,42,1190.98
Killbuck,OH,42,1060.74
Lawrence,MA,42,2807.69
Leesport,PA,42,2524.27
"Lincoln University",PA,42,3366.96
Liverpool,NY,42,2319.17
Madison,GA,42,1004.01
Malta,MT,42,3680.00
Manteno,IL,42,777.73
"North Bend",WA,42,2352.79
Pasadena,CA,42,1540.89
Petersburg,NE,42,1241.38
"Pilot Rock",OR,42,1331.54
Bayside,NY,42,1303.12
Bellevue,KY,42,2828.18
Braintree,MA,42,1954.12
"Cape Girardeau",MO,42,1185.55
Cedartown,GA,42,2720.00
Chapin,SC,42,2677.88
Chester,IL,42,1541.31
Conneaut,OH,42,1689.47
"Deep Gap",NC,42,2077.73
"Devils Lake",ND,42,2389.11
Duncombe,IA,42,754.02
Edenton,NC,42,792.41
Elizabethville,PA,42,2210.51
"Elm Grove",LA,42,1998.22
"Four Oaks",NC,42,128.57
"Grand Blanc",MI,42,1982.95
Grandview,MO,42,1634.94
"Port Neches",TX,42,2352.19
"Saint Michaels",MD,42,1691.51
"San Clemente",CA,42,1951.12
Wakefield,RI,42,1883.19
Wetumpka,AL,42,3664.91
Worden,IL,42,2664.33
Robstown,TX,41,1351.50
"Saint Johns",FL,41,3098.29
Scarbro,WV,41,4840.00
Vermillion,SD,41,1061.31
"West Lafayette",OH,41,376.77
"La Grange Park",IL,41,2708.15
Lamont,CA,41,1616.33
Litchfield,CT,41,2355.66
"Mc Queeney",TX,41,1165.88
"Mount Hope",WV,41,1721.07
Munford,TN,41,1585.48
"North Monmouth",ME,41,954.51
"North Port",FL,41,1307.49
Alamogordo,NM,41,3664.78
Amana,IA,41,1017.25
Amsterdam,NY,41,12978.89
Angleton,TX,41,1600.10
Aptos,CA,41,1960.76
Athens,AL,41,1212.53
Blountville,TN,41,2093.42
California,MD,41,1509.69
Canton,IL,41,5922.62
"Chisago City",MN,41,2020.99
Darlington,SC,41,2772.24
"Denham Springs",LA,41,2482.69
"East Brunswick",NJ,41,2764.54
Erwin,NC,41,1538.56
Eureka,CA,41,2030.88
Fairview,OR,41,1171.00
Forest,MS,41,1453.05
Grasston,MN,41,2475.96
Abbeville,AL,40,1032.18
Bogata,TX,40,744.98
Bow,NH,40,3889.41
Brandon,SD,40,1769.25
Brazil,IN,40,2250.28
Charlestown,MA,40,2435.82
Clementon,NJ,40,863.37
"Crest Hill",IL,40,3076.17
"De Soto",MO,40,2654.71
Frankston,TX,40,1426.74
Goodrich,MI,40,3044.03
Powell,TN,40,1367.08
Redmond,OR,40,1106.26
Riverdale,CA,40,982.82
"Saint Gabriel",LA,40,2565.82
Waikoloa,HI,40,8353.14
Waldron,IN,40,402.75
Wrentham,MA,40,422.34
Hazlehurst,MS,40,1471.60
"Huntingdon Valley",PA,40,2514.25
"Lake Oswego",OR,40,1870.01
Marcus,IA,40,1313.57
Minnetonka,MN,40,2183.51
Monett,MO,40,1396.42
Morton,IL,40,847.48
"New Bern",NC,40,1008.33
"Oak Hill",FL,40,3449.69
"Orange Cove",CA,40,1195.44
"Hannawa Falls",NY,39,2346.04
"Honey Grove",TX,39,1385.92
Indianola,MS,39,2680.00
"La Plata",MD,39,1225.37
Magnolia,TX,39,2700.92
Mannford,OK,39,1697.59
Mondovi,WI,39,1276.76
"Mount Gilead",OH,39,1274.11
Noxapater,MS,39,462.59
"Oregon City",OR,39,986.57
Oslo,Norway,39,1142.85
Petoskey,MI,39,746.61
Albany,IN,39,814.90
Apison,TN,39,718.61
Bacliff,TX,39,2247.71
Bardstown,KY,39,2079.46
Bedford,OH,39,2374.68
Blair,OK,39,4180.00
Brackenridge,PA,39,1224.99
Brooksville,FL,39,2209.90
Carlisle,KY,39,1634.39
Damascus,OR,39,3382.93
Dexter,NY,39,5257.82
Dolton,IL,39,1982.19
"East Millinocket",ME,39,2820.46
Gering,NE,39,1158.43
"Gibson City",IL,39,985.91
"Glen Head",NY,39,2574.25
Granville,PA,39,2229.14
Portersville,PA,39,1283.60
"Ridley Park",PA,39,2017.41
Seneca,KS,39,2312.32
Tishomingo,OK,39,2373.31
Tiverton,RI,39,1250.46
Trevor,WI,39,425.48
Upland,CA,39,929.01
Wadesboro,NC,39,1301.19
"Wake Forest",NC,39,2896.26
Walker,LA,39,1228.41
Wilber,NE,39,1106.15
Willsboro,NY,39,191.97
Winnemucca,NV,39,1163.11
Wurtsboro,NY,39,300.21
Pitman,NJ,38,383.52
Redan,GA,38,1849.65
Ringgold,GA,38,971.56
Rowland,NC,38,3869.51
Sanibel,FL,38,1543.10
"Santa Clara",UT,38,530.71
"South Mills",NC,38,1379.81
Tarzana,CA,38,872.76
Tegucigalpa,Honduras,38,2172.63
"Tinley Park",IL,38,815.98
Waterville,OH,38,865.38
Wayne,WV,38,1527.72
Winnsboro,SC,38,2712.81
Woodbridge,NJ,38,1037.74
Woodhaven,NY,38,1349.14
Holliston,MA,38,750.39
Jupiter,FL,38,1744.96
Kent,CT,38,2638.88
"Lake Jackson",TX,38,1645.37
"Los Alamitos",CA,38,1416.87
Mabelvale,AR,38,2216.19
Marysville,MI,38,2214.27
"Mount Clare",WV,38,1628.04
Murrayville,GA,38,1513.95
"New Castle",PA,38,2630.98
"Northfield Falls",VT,38,1594.23
Papillion,NE,38,2372.96
"Park Hills",MO,38,1257.55
Astoria,OR,38,1197.44
"Bay City",TX,38,3289.24
Bristol,VA,38,3062.31
"California City",CA,38,4223.67
"Cedar Grove",NJ,38,1603.70
Cleveland,TX,38,2437.24
Cockeysville,MD,38,1237.32
Columbus,IN,38,1113.40
Conway,NH,38,1489.40
Dothan,AL,38,1358.47
Espanola,NM,38,899.73
"Fergus Falls",MN,38,2035.39
"Fort Recovery",OH,38,2482.41
Galveston,TX,38,3475.15
Gobles,MI,38,987.25
Alburnett,IA,37,5630.26
Attleboro,MA,37,1084.66
Bridgeport,CT,37,1506.64
Buford,GA,37,1813.25
Cadiz,KY,37,2242.19
Central,SC,37,1811.61
Chillicothe,MO,37,1171.26
Decatur,IN,37,1296.83
"Defuniak Springs",FL,37,1183.72
Enid,OK,37,961.19
"Fort Payne",AL,37,1141.54
"Port Angeles",WA,37,3463.85
Princeton,MN,37,606.54
"Saint Helena",CA,37,619.41
"Sao Paolo",Brazil,37,957.38
"Seneca Falls",NY,37,1258.99
Shingletown,CA,37,1243.34
Silverton,OR,37,1231.00
Spurlockville,WV,37,1778.83
Stanchfield,MN,37,1307.35
Tenafly,NJ,37,1860.27
Torrington,CT,37,2264.46
"West Harrison",IN,37,3960.00
Whiteland,IN,37,6239.19
Wilbur,WA,37,1075.83
"Hoosick Falls",NY,37,1322.08
Hudson,FL,37,2669.35
Killingworth,CT,37,1298.00
"King Of Prussia",PA,37,1463.86
Mamou,LA,37,10811.45
Media,PA,37,4952.74
Miamisburg,OH,37,2781.87
Nabb,IN,37,1137.90
"New Lebanon",OH,37,1320.95
Norristown,PA,37,2504.39
"Oak Park",MI,37,909.22
Oakland,MI,37,2385.52
"Old Hickory",TN,37,2381.86
Pearl,MS,37,3380.66
Peyton,CO,37,460.87
Gurnee,IL,36,837.40
Lee,IL,36,2840.60
Lobeco,SC,36,1514.42
Maitland,FL,36,1587.71
Marietta,PA,36,1670.73
Marion,IN,36,549.57
Marion,SC,36,974.24
Maryville,IL,36,4061.32
"Massapequa Park",NY,36,1073.71
Milford,ME,36,2465.79
Millinocket,ME,36,734.02
Myerstown,PA,36,1964.74
"Old Town",FL,36,1247.45
Pawlet,VT,36,1360.63
Peachland,NC,36,136.48
Alexandria,KY,36,1324.24
Angie,LA,36,729.45
Artesia,CA,36,2947.73
Asheboro,NC,36,1767.22
Athens,GA,36,2120.22
Auburn,IN,36,2064.36
"Bunker Hill",WV,36,497.00
Catoosa,OK,36,2987.10
Cement,OK,36,1416.98
"Central Falls",RI,36,2450.84
Chelsea,AL,36,1180.51
Clearfield,PA,36,3691.03
Clive,IA,36,1141.20
"Cocoa Beach",FL,36,1444.23
"Del Valle",TX,36,9413.92
Dickson,TN,36,1137.23
Eagar,AZ,36,1151.29
"East Setauket",NY,36,2560.62
Errol,NH,36,1453.86
Filion,MI,36,1920.52
Forest,OH,36,473.23
"Granite Bay",CA,36,1469.68
"Pine Grove",CA,36,1458.98
Pocatello,ID,36,4685.33
Porum,OK,36,2257.16
Rankin,IL,36,378.15
Salem,MO,36,1529.03
Seward,NE,36,5580.89
Shelocta,PA,36,601.00
Smithville,MO,36,1546.36
Snowmass,CO,36,12395.50
"Spanish Fork",UT,36,1332.23
"Teec Nos Pos",AZ,36,1336.23
Troy,NY,36,1641.83
Vacherie,LA,36,439.33
Wardensville,WV,36,2177.08
"West Babylon",NY,36,3007.25
Westpoint,IN,36,1826.48
"White Lake",MI,36,875.49
Wildomar,CA,36,3146.64
Williamsburg,IA,36,2844.83
Pollock,LA,35,768.48
Quitman,AR,35,1843.83
"Rocky Hill",CT,35,870.76
"Royal Oak",MI,35,860.76
Salem,IL,35,2229.09
Stevensville,MI,35,801.21
Swanton,OH,35,849.29
Tenino,WA,35,444.66
Walnut,CA,35,6297.22
"West Chester",OH,35,1581.66
Williamson,NY,35,3199.86
"Willow Lake",SD,35,877.83
Ithaca,NY,35,1064.21
Kenton,OH,35,724.01
Kingston,PA,35,1452.82
"Lake Elsinore",CA,35,544.57
"Lake Placid",NY,35,1341.42
Lewiston,CA,35,421.49
Macedonia,OH,35,1092.82
Marysville,WA,35,1608.24
Mcminnville,TN,35,3226.14
Meadville,PA,35,1284.54
Milan,OH,35,4006.46
"New Brockton",AL,35,1844.01
"New Carlisle",OH,35,1767.99
Oakboro,NC,35,962.80
Oakwood,GA,35,1253.82
Peoria,AZ,35,1815.36
"Pilot Mountain",NC,35,595.10
Artesian,SD,35,1306.64
Beaver,PA,35,2330.03
Beltsville,MD,35,1707.69
Bigfork,MT,35,718.44
Burnsville,MN,35,6763.16
Cabot,AR,35,1005.28
Carmichael,CA,35,844.38
Carrollton,OH,35,2180.98
Catawba,NC,35,1204.85
Clinton,ME,35,842.35
Clio,MI,35,1613.94
"Colorado City",CO,35,2932.03
"Cream Ridge",NJ,35,1698.43
"Eagle River",AK,35,1315.87
"Fairless Hills",PA,35,1617.86
Farmington,NM,35,1333.60
"Flowery Branch",GA,35,1767.30
Forks,WA,35,854.67
"Fort Meade",FL,35,736.83
Goleta,CA,35,3724.87
Buckeye,AZ,34,2101.82
Byron,GA,34,1202.47
"Canal Winchester",OH,34,1365.44
Castroville,CA,34,2132.35
Culpeper,VA,34,1474.84
"Curtis Bay",MD,34,30983.96
Exeter,CA,34,1272.27
Frankfort,KY,34,2774.09
Fulton,NY,34,866.72
"Glenwood Springs",CO,34,1160.58
Greenwood,IN,34,1118.08
Greenwood,SC,34,1211.83
"Plymouth Meeting",PA,34,1338.07
Prospect,PA,34,2222.69
Refugio,TX,34,1425.04
Rifle,CO,34,674.61
"Santa Teresa",NM,34,2624.58
Snellville,GA,34,1234.33
"Takoma Park",MD,34,740.15
Valier,MT,34,639.43
Valrico,FL,34,11698.73
Venice,FL,34,1361.17
Waupun,WI,34,1529.02
Whitehouse,TX,34,1473.25
Whiteville,NC,34,1145.84
Indianola,IA,34,2717.00
Jamestown,NC,34,1910.43
"King City",CA,34,6972.90
Kosciusko,MS,34,921.20
Lansing,IL,34,1985.62
"Lincoln Park",NJ,34,891.21
Mandan,ND,34,1106.65
Manvel,TX,34,552.58
Mcloud,OK,34,589.73
Melbourne,AR,34,536.56
"Mineral Wells",TX,34,1988.91
"Mount Clemens",MI,34,804.61
Newberg,OR,34,1146.81
Oneco,FL,34,3561.12
"Orange City",IA,34,16550.14
Ottawa,OH,34,1736.77
Pedro,OH,34,1842.13
