merchant_city,merchant_state,jumlah_transaksi,total_volume,avg_transaksi
Marietta,PA,36,1670.73,46.409167
Marion,IN,36,549.57,15.265833
Marion,SC,36,974.24,27.062222
Maryville,IL,36,4061.32,112.814444
"Massapequa Park",NY,36,1073.71,29.825278
Milford,ME,36,2465.79,68.494167
Millinocket,ME,36,734.02,20.389444
Myerstown,PA,36,1964.74,54.576111
"Old Town",FL,36,1247.45,34.651389
Pawlet,VT,36,1360.63,37.795278
Peachland,NC,36,136.48,3.791111
"Pine Grove",CA,36,1458.98,40.527222
Pocatello,ID,36,4685.33,130.148056
Porum,OK,36,2257.16,62.698889
Rankin,IL,36,378.15,10.504167
Macedonia,OH,35,1092.82,31.223429
Marysville,WA,35,1608.24,45.949714
Mcminnville,TN,35,3226.14,92.175429
Meadville,PA,35,1284.54,36.701143
Milan,OH,35,4006.46,114.470286
"New Brockton",AL,35,1844.01,52.686000
"New Carlisle",OH,35,1767.99,50.514000
Oakboro,NC,35,962.80,27.508571
Oakwood,GA,35,1253.82,35.823429
Peoria,AZ,35,1815.36,51.867429
"Pilot Mountain",NC,35,595.10,17.002857
Pollock,LA,35,768.48,21.956571
Quitman,AR,35,1843.83,52.680857
"Rocky Hill",CT,35,870.76,24.878857
"Royal Oak",MI,35,860.76,24.593143
Salem,IL,35,2229.09,63.688286
Stevensville,MI,35,801.21,22.891714
Swanton,OH,35,849.29,24.265429
Tenino,WA,35,444.66,12.704571
Walnut,CA,35,6297.22,179.920571
"West Chester",OH,35,1581.66,45.190286
Williamson,NY,35,3199.86,91.424571
"Willow Lake",SD,35,877.83,25.080857
Artesian,SD,35,1306.64,37.332571
Beaver,PA,35,2330.03,66.572286
Beltsville,MD,35,1707.69,48.791143
Bigfork,MT,35,718.44,20.526857
Burnsville,MN,35,6763.16,193.233143
Cabot,AR,35,1005.28,28.722286
Carmichael,CA,35,844.38,24.125143
Carrollton,OH,35,2180.98,62.313714
Catawba,NC,35,1204.85,34.424286
Clinton,ME,35,842.35,24.067143
Clio,MI,35,1613.94,46.112571
"Colorado City",CO,35,2932.03,83.772286
"Cream Ridge",NJ,35,1698.43,48.526571
"Eagle River",AK,35,1315.87,37.596286
"Fairless Hills",PA,35,1617.86,46.224571
Farmington,NM,35,1333.60,38.102857
"Flowery Branch",GA,35,1767.30,50.494286
Forks,WA,35,854.67,24.419143
"Fort Meade",FL,35,736.83,21.052286
Goleta,CA,35,3724.87,106.424857
Ithaca,NY,35,1064.21,30.406000
Kenton,OH,35,724.01,20.686000
Kingston,PA,35,1452.82,41.509143
"Lake Elsinore",CA,35,544.57,15.559143
"Lake Placid",NY,35,1341.42,38.326286
Lewiston,CA,35,421.49,12.042571
Exeter,CA,34,1272.27,37.419706
Frankfort,KY,34,2774.09,81.590882
Fulton,NY,34,866.72,25.491765
"Glenwood Springs",CO,34,1160.58,34.134706
Greenwood,IN,34,1118.08,32.884706
Greenwood,SC,34,1211.83,35.642059
Indianola,IA,34,2717.00,79.911765
Jamestown,NC,34,1910.43,56.189118
"King City",CA,34,6972.90,205.085294
Kosciusko,MS,34,921.20,27.094118
Lansing,IL,34,1985.62,58.400588
Rifle,CO,34,674.61,19.841471
"Santa Teresa",NM,34,2624.58,77.193529
Snellville,GA,34,1234.33,36.303824
"Takoma Park",MD,34,740.15,21.769118
Valier,MT,34,639.43,18.806765
Valrico,FL,34,11698.73,344.080294
Venice,FL,34,1361.17,40.034412
Waupun,WI,34,1529.02,44.971176
Whitehouse,TX,34,1473.25,43.330882
Whiteville,NC,34,1145.84,33.701176
"Lincoln Park",NJ,34,891.21,26.212059
Mandan,ND,34,1106.65,32.548529
Manvel,TX,34,552.58,16.252353
Mcloud,OK,34,589.73,17.345000
Melbourne,AR,34,536.56,15.781176
"Mineral Wells",TX,34,1988.91,58.497353
"Mount Clemens",MI,34,804.61,23.665000
Newberg,OR,34,1146.81,33.729706
Oneco,FL,34,3561.12,104.738824
"Orange City",IA,34,16550.14,486.768824
Ottawa,OH,34,1736.77,51.081471
Pedro,OH,34,1842.13,54.180294
Petersburg,IN,34,1640.91,48.262059
"Plymouth Meeting",PA,34,1338.07,39.355000
Prospect,PA,34,2222.69,65.373235
Refugio,TX,34,1425.04,41.912941
Buckeye,AZ,34,2101.82,61.818235
Byron,GA,34,1202.47,35.366765
"Canal Winchester",OH,34,1365.44,40.160000
Castroville,CA,34,2132.35,62.716176
Culpeper,VA,34,1474.84,43.377647
"Curtis Bay",MD,34,30983.96,911.292941
Aldie,VA,33,771.18,23.369091
Anna,TX,33,1653.01,50.091212
Annville,KY,33,1339.54,40.592121
Belleville,NJ,33,1803.26,54.644242
Berwyn,IL,33,1125.33,34.100909
Brimley,MI,33,411.76,12.477576
"Cogan Station",PA,33,1217.89,36.905758
"Columbus Grove",OH,33,634.13,19.216061
"Crescent City",CA,33,931.00,28.212121
Rockford,MI,33,1912.83,57.964545
"Rolling Prairie",IN,33,1092.21,33.097273
Skopje,Macedonia,33,1066.14,32.307273
Spofford,NH,33,1076.50,32.621212
Springfield,MA,33,1672.60,50.684848
Stockholm,Sweden,33,964.69,29.233030
Tarboro,NC,33,1226.53,37.167576
Visalia,CA,33,1337.22,40.521818
Westchester,IL,33,1688.67,51.171818
Wilbraham,MA,33,3096.85,93.843939
"Windsor Mill",MD,33,762.77,23.114242
Woodland,CA,33,1447.27,43.856667
Elizabethton,TN,33,309.82,9.388485
"Farmer City",IL,33,476.90,14.451515
Gansevoort,NY,33,1443.16,43.732121
Garibaldi,OR,33,2910.38,88.193333
Hartford,CT,33,2034.20,61.642424
Hillsborough,NH,33,2854.69,86.505758
"Joseph City",AZ,33,1123.37,34.041515
"La Crosse",WI,33,767.79,23.266364
Lindsay,CA,33,882.58,26.744848
"Livermore Falls",ME,33,2132.40,64.618182
Lonsdale,MN,33,2068.38,62.678182
Marcellus,NY,33,1176.78,35.660000
Marfa,TX,33,412.70,12.506061
"Marine City",MI,33,1773.02,53.727879
Mastic,NY,33,1223.49,37.075455
"Mc Bee",SC,33,995.49,30.166364
Montevideo,MN,33,344.31,10.433636
Morris,OK,33,262.30,7.948485
"Mountain Home",ID,33,3500.05,106.062121
Nampa,ID,33,8962.06,271.577576
"North Woodstock",NH,33,2299.14,69.670909
Pickett,WI,33,477.80,14.478788
Pinetops,NC,33,863.87,26.177879
Powell,WY,33,2472.99,74.939091
Quemado,NM,33,1492.69,45.233030
"Little Falls",NJ,32,998.54,31.204375
Mather,CA,32,894.21,27.944063
Meeker,CO,32,1390.85,43.464063
Nemacolin,PA,32,2543.94,79.498125
Neptune,NJ,32,601.54,18.798125
"Oak Creek",WI,32,1510.00,47.187500
"Oak Hill",OH,32,853.41,26.669063
Ocoee,FL,32,1520.22,47.506875
Onamia,MN,32,1379.57,43.111563
"Opa Locka",FL,32,2298.17,71.817813
Opelika,AL,32,648.97,20.280313
Osceola,AR,32,1191.57,37.236563
Oswego,KS,32,806.93,25.216563
Paterson,NJ,32,894.39,27.949688
"Pocono Summit",PA,32,423.75,13.242188
Portsmouth,OH,32,3070.24,95.945000
Prospect,TN,32,2356.92,73.653750
Rexburg,ID,32,1135.37,35.480313
"Saint Helens",OR,32,1414.51,44.203438
"Santa Ysabel",CA,32,2399.88,74.996250
Sikeston,MO,32,2263.78,70.743125
Sopchoppy,FL,32,810.95,25.342188
"South Lake Tahoe",CA,32,1808.45,56.514063
"South Whitley",IN,32,1360.25,42.507813
Stewartville,MN,32,2261.20,70.662500
Swedesboro,NJ,32,1398.06,43.689375
Tifton,GA,32,1652.29,51.634063
Union,WA,32,294.38,9.199375
Westwego,LA,32,838.99,26.218438
"Woodcliff Lake",NJ,32,870.02,27.188125
Aberdeen,SD,32,462.73,14.460313
Albion,NY,32,638.99,19.968438
"Andorra La Vella",Andorra,32,778.51,24.328438
"Au Sable Forks",NY,32,1196.20,37.381250
Baltimore,OH,32,1209.65,37.801563
"Bloomfield Hills",MI,32,785.12,24.535000
Blythe,GA,32,903.87,28.245938
Caldwell,ID,32,742.69,23.209063
Calexico,CA,32,10143.83,316.994688
"Cedar Grove",WI,32,1045.33,32.666563
Chariton,IA,32,1982.11,61.940938
Chatham,IL,32,2257.35,70.542188
Cicero,NY,32,1109.18,34.661875
Covington,TN,32,130.39,4.074688
Dublin,CA,32,2690.93,84.091563
Durant,MS,32,938.80,29.337500
"Eagle Creek",OR,32,888.75,27.773438
Elma,WA,32,804.21,25.131563
"Fort Towson",OK,32,956.24,29.882500
Hanford,CA,32,894.76,27.961250
Hillsdale,MI,32,1340.00,41.875000
"Ho Ho Kus",NJ,32,1297.05,40.532813
Huntley,IL,32,4496.71,140.522188
Friant,CA,31,1268.71,40.926129
Gilson,IL,31,662.27,21.363548
Haverhill,MA,31,4560.00,147.096774
Highland,CA,31,1241.09,40.035161
Indiana,PA,31,1223.35,39.462903
Jeannette,PA,31,1822.66,58.795484
"Jemez Pueblo",NM,31,1059.76,34.185806
Keyser,WV,31,297.03,9.581613
Kingwood,TX,31,772.52,24.920000
Rogersville,MO,31,907.04,29.259355
Roseburg,OR,31,1235.60,39.858065
Rosenberg,TX,31,1273.42,41.078065
Rushville,IN,31,1717.23,55.394516
Salem,WV,31,1199.69,38.699677
Sanford,ME,31,1209.56,39.018065
Sherman,IL,31,955.92,30.836129
"Spring Mills",PA,31,575.25,18.556452
Telford,TN,31,1467.98,47.354194
Tulare,CA,31,668.60,21.567742
"West Berlin",NJ,31,2444.81,78.864839
Llano,TX,31,1487.95,47.998387
"Lone Tree",CO,31,1280.29,41.299677
"Longboat Key",FL,31,3260.00,105.161290
Manchester,KY,31,781.96,25.224516
Marion,IL,31,2131.26,68.750323
Mcminnville,OR,31,1483.05,47.840323
Middlesboro,KY,31,908.62,29.310323
Midlothian,IL,31,970.06,31.292258
Montpelier,IN,31,1079.46,34.821290
Montrose,MI,31,3111.42,100.368387
Morgan,MN,31,741.96,23.934194
Newcastle,CA,31,1282.97,41.386129
Newmanstown,PA,31,1362.09,43.938387
"Punta Gorda",FL,31,1362.83,43.962258
Redfield,SD,31,1368.62,44.149032
Yorktown,IN,31,654.80,21.122581
Aquasco,MD,31,3280.00,105.806452
Avenel,NJ,31,1597.15,51.520968
Avoca,MI,31,1294.05,41.743548
Bloomington,IL,31,2118.53,68.339677
Bluemont,VA,31,680.10,21.938710
Bude,MS,31,1050.55,33.888710
Burton,MI,31,2542.74,82.023871
Canutillo,TX,31,812.00,26.193548
Centerville,IA,31,1002.03,32.323548
Cherokee,NC,31,2068.54,66.727097
Chickamauga,GA,31,1224.57,39.502258
Clinton,NC,31,648.78,20.928387
Corcoran,CA,31,1521.93,49.094516
Cordova,AL,31,1357.53,43.791290
"Deer Park",WA,31,403.74,13.023871
"Avondale Estates",GA,30,2817.83,93.927667
Batavia,IA,30,1907.69,63.589667
Bloomingdale,OH,30,1521.78,50.726000
"Blue Bell",PA,30,2155.10,71.836667
Brooklyn,MI,30,1927.80,64.260000
Buhl,ID,30,877.42,29.247333
Burlington,NC,30,1037.33,34.577667
Burns,TN,30,3800.77,126.692333
Carrollton,GA,30,5470.56,182.352000
Centereach,NY,30,3251.46,108.382000
Cheney,WA,30,592.36,19.745333
"Clifton Heights",PA,30,1661.73,55.391000
Decorah,IA,30,305.83,10.194333
Denver,PA,30,358.92,11.964000
Disputanta,VA,30,956.07,31.869000
Dundee,OH,30,1602.34,53.411333
Louin,MS,30,1027.47,34.249000
Madison,TN,30,1930.55,64.351667
"Mill Valley",CA,30,806.13,26.871000
"Mineral Springs",AR,30,289.43,9.647667
Missoula,MT,30,715.38,23.846000
Morenci,MI,30,1326.95,44.231667
Niles,IL,30,563.72,18.790667
Okmulgee,OK,30,1007.94,33.598000
Oxford,NY,30,465.61,15.520333
Pahoa,HI,30,1454.58,48.486000
"Pine Grove",PA,30,1404.25,46.808333
Pooler,GA,30,1278.47,42.615667
"Prairie Grove",AR,30,2115.94,70.531333
Erie,CO,30,974.84,32.494667
Florence,MS,30,704.55,23.485000
"Glen Cove",NY,30,2097.20,69.906667
"Gloucester City",NJ,30,2165.97,72.199000
Grayson,KY,30,2290.07,76.335667
Gregory,MI,30,923.87,30.795667
Hamlin,NY,30,983.02,32.767333
Havana,IL,30,1257.60,41.920000
Hawthorne,NY,30,5976.99,199.233000
Hiddenite,NC,30,594.47,19.815667
Hudson,NC,30,926.91,30.897000
Kalispell,MT,30,664.11,22.137000
Rogersville,AL,30,950.77,31.692333
Roundup,MT,30,1528.28,50.942667
Royalton,MN,30,2097.89,69.929667
Russell,MA,30,3203.30,106.776667
Selma,NC,30,5236.53,174.551000
Shoemakersville,PA,30,564.85,18.828333
"South Sioux City",NE,30,3425.19,114.173000
Springville,UT,30,2120.00,70.666667
Stanley,NY,30,1039.38,34.646000
Stanton,KY,30,613.69,20.456333
Tatum,TX,30,955.46,31.848667
Waddy,KY,30,2858.14,95.271333
Washington,MO,30,1264.13,42.137667
"West Greenwich",RI,30,1996.86,66.562000
Whitney,TX,30,1119.62,37.320667
Windsor,NY,30,3174.45,105.815000
Winfield,KS,30,1022.74,34.091333
"Winter Garden",FL,30,1209.48,40.316000
Woonsocket,RI,30,3190.10,106.336667
Richlandtown,PA,29,406.41,14.014138
Riverside,AL,29,399.81,13.786552
"Saint Marys",PA,29,819.12,28.245517
Sidney,OH,29,530.44,18.291034
"South Orange",NJ,29,2614.66,90.160690
"South Weymouth",MA,29,786.93,27.135517
Southampton,PA,29,1001.57,34.536897
"Spring Grove",VA,29,855.54,29.501379
"Stevenson Ranch",CA,29,516.63,17.814828
Sumner,MI,29,983.61,33.917586
Urbana,IL,29,4665.77,160.888621
Vidor,TX,29,773.82,26.683448
Weidman,MI,29,1810.40,62.427586
"West College Corner",IN,29,1842.49,63.534138
Wolfforth,TX,29,854.38,29.461379
Eatontown,NJ,29,1153.81,39.786552
Eden,ID,29,2417.12,83.348966
Edgar,WI,29,1332.26,45.940000
Ellenton,FL,29,3676.81,126.786552
Flemington,NJ,29,1299.86,44.822759
"Forrest City",AR,29,1892.63,65.263103
"Fort Washington",MD,29,2099.44,72.394483
Gallipolis,OH,29,1453.57,50.123103
Glenrock,WY,29,2621.43,90.394138
Hartwell,GA,29,1134.30,39.113793
Hermitage,TN,29,1659.79,57.234138
Hokah,MN,29,1089.57,37.571379
Jamestown,TN,29,1320.56,45.536552
Johnston,SC,29,426.40,14.703448
Kalkaska,MI,29,965.63,33.297586
Kenai,AK,29,998.46,34.429655
Kolkata,India,29,2159.20,74.455172
"La Canada Flintridge",CA,29,1946.22,67.111034
Aspers,PA,29,1387.63,47.849310
Athens,TN,29,1022.73,35.266552
Bamberg,SC,29,984.23,33.938966
Cantonment,FL,29,1651.91,56.962414
Cobb,CA,29,2500.00,86.206897
"Crows Landing",CA,29,830.49,28.637586
Lisle,IL,29,1927.56,66.467586
Mantua,UT,29,694.81,23.958966
Matador,TX,29,849.65,29.298276
Monticello,IL,29,1481.02,51.069655
Muleshoe,TX,29,1840.00,63.448276
"New London",CT,29,1111.15,38.315517
Orange,TX,29,2371.23,81.766552
Overton,NV,29,620.72,21.404138
Palmdale,CA,29,1008.17,34.764483
Pikeville,KY,29,1301.99,44.896207
"Pisgah Forest",NC,29,1160.09,40.003103
Pocahontas,AR,29,1715.07,59.140345
"Port Jervis",NY,29,3626.88,125.064828
Portage,IN,29,361.32,12.459310
Randolph,UT,29,1814.16,62.557241
Yankton,SD,29,547.75,18.887931
Youngwood,PA,29,1937.05,66.794828
Zanesville,OH,28,1610.34,57.512143
Andover,NH,28,922.18,32.935000
Arkadelphia,AR,28,297.81,10.636071
Arp,TX,28,984.45,35.158929
"Ashland City",TN,28,16058.74,573.526429
Aurora,OR,28,913.37,32.620357
Axtell,KS,28,1350.75,48.241071
Azle,TX,28,1939.79,69.278214
Belvidere,NC,28,677.85,24.208929
Berkley,MI,28,785.49,28.053214
"Blue Jay",CA,28,732.50,26.160714
"Boynton Beach",FL,28,1780.66,63.595000
Brackettville,TX,28,1166.69,41.667500
"Coeur D Alene",ID,28,1822.77,65.098929
Crawfordsville,AR,28,1321.22,47.186429
Roland,OK,28,20493.96,731.927143
"Rush Springs",OK,28,541.57,19.341786
Sabetha,KS,28,1009.62,36.057857
Somerville,NJ,28,1147.73,40.990357
"South River",NJ,28,2458.60,87.807143
"Spring Branch",TX,28,920.56,32.877143
Springfield,PA,28,3300.00,117.857143
Springville,AL,28,421.40,15.050000
Stewartsville,NJ,28,1116.06,39.859286
Thomasville,NC,28,4105.29,146.617500
Webster,WI,28,409.79,14.635357
"Wesley Chapel",FL,28,2102.85,75.101786
Elmira,OR,28,718.26,25.652143
"Fort Bragg",NC,28,497.84,17.780000
Gladstone,OR,28,252.46,9.016429
Goddard,KS,28,849.06,30.323571
Graford,TX,28,398.07,14.216786
"Great Bend",KS,28,1222.41,43.657500
Hayfork,CA,28,855.32,30.547143
Helena,AR,28,1446.56,51.662857
Henryetta,OK,28,763.98,27.285000
Holyoke,MA,28,2539.17,90.684643
"Johns Island",SC,28,1047.11,37.396786
Kapaa,HI,28,817.48,29.195714
Kensington,MD,28,711.67,25.416786
Kincaid,KS,28,2386.25,85.223214
Kinderhook,NY,28,582.54,20.805000
"Lanoka Harbor",NJ,28,1051.91,37.568214
Leoma,TN,28,951.48,33.981429
Lewiston,MI,28,948.81,33.886071
Martinsville,VA,28,1687.53,60.268929
Melrose,NM,28,1335.32,47.690000
Meriden,CT,28,1088.24,38.865714
Millersville,MD,28,4377.90,156.353571
Moore,SC,28,1064.16,38.005714
"Mount Olive",MS,28,2409.47,86.052500
"New London",MO,28,658.66,23.523571
Outlook,WA,28,1206.09,43.074643
Palisade,CO,28,1397.54,49.912143
"Park City",UT,28,11719.29,418.546071
"Pauls Valley",OK,28,1431.57,51.127500
Perryville,MO,28,1414.85,50.530357
Pickerington,OH,28,1105.18,39.470714
Plymouth,WI,28,596.95,21.319643
"Port Washington",WI,28,729.74,26.062143
Porterville,CA,28,1795.55,64.126786
Prosperity,SC,28,887.94,31.712143
"Red Oak",TX,28,2925.85,104.494643
Lockport,LA,27,1012.79,37.510741
Margarettsville,NC,27,1586.50,58.759259
"Mc Comb",OH,27,779.82,28.882222
Mckenna,WA,27,934.08,34.595556
Mesquite,NV,27,214.05,7.927778
Morrisville,PA,27,3965.30,146.862963
"New Lenox",IL,27,1496.34,55.420000
Newcomerstown,OH,27,1430.43,52.978889
Okeechobee,FL,27,1054.05,39.038889
Orange,NJ,27,1120.89,41.514444
Oxford,PA,27,1173.44,43.460741
"Pacific Grove",CA,27,615.65,22.801852
Pontiac,MI,27,732.13,27.115926
Potomac,MD,27,369.92,13.700741
Quinton,VA,27,1820.24,67.416296
Ranger,GA,27,836.59,30.984815
Rudy,AR,27,1589.24,58.860741
"Saint James",MN,27,2823.78,104.584444
"San Dimas",CA,27,1056.74,39.138519
Saylorsburg,PA,27,894.11,33.115185
Shinnston,WV,27,410.52,15.204444
Solon,OH,27,2047.07,75.817407
"South Elgin",IL,27,1373.82,50.882222
Springfield,GA,27,2894.94,107.220000
Tuckahoe,NY,27,868.80,32.177778
"Ulster Park",NY,27,1151.59,42.651481
Winchester,KY,27,1448.43,53.645556
Woodbridge,CT,27,1814.96,67.220741
"Altamonte Springs",FL,27,725.27,26.861852
Apollo,PA,27,1170.31,43.344815
Ashland,IL,27,2021.67,74.876667
"Auburn Hills",MI,27,751.51,27.833704
Barry,TX,27,2128.94,78.849630
Bellevue,NE,27,1691.55,62.650000
Bellmore,NY,27,895.35,33.161111
Bloomingburg,OH,27,1132.50,41.944444
Coalinga,CA,27,820.38,30.384444
Collinsville,IL,27,1894.69,70.173704
Crossville,TN,27,1925.12,71.300741
Cullman,AL,27,941.81,34.881852
"Del Mar",CA,27,1786.43,66.164074
Douglas,WY,27,1826.64,67.653333
Ellsworth,MI,27,65.99,2.444074
"Elmwood Park",IL,27,1183.37,43.828519
Erie,MI,27,505.62,18.726667
Erin,TN,27,638.66,23.654074
Fairview,TN,27,849.38,31.458519
"Flat Rock",MI,27,589.77,21.843333
"Grand Marais",MN,27,502.63,18.615926
Grants,NM,27,1281.82,47.474815
Greensboro,GA,27,586.73,21.730741
Hendrix,OK,27,786.19,29.118148
Homer,GA,27,1376.75,50.990741
Hudson,MI,27,1425.72,52.804444
Hudsonville,MI,27,1014.67,37.580370
Jaffrey,NH,27,1919.35,71.087037
Jennings,LA,27,1225.94,45.405185
Karthaus,PA,27,243.58,9.021481
"La Rue",OH,27,1235.03,45.741852
"Elk River",MN,26,1273.02,48.962308
Everton,AR,26,881.80,33.915385
"Excelsior Springs",MO,26,808.94,31.113077
Fairfield,IA,26,892.13,34.312692
Fairhope,PA,26,966.79,37.184231
"Flower Mound",TX,26,746.16,28.698462
Garnerville,NY,26,748.28,28.780000
Greenbrier,AR,26,268.87,10.341154
Hanover,MD,26,2216.09,85.234231
Hemet,CA,26,1292.19,49.699615
Highlandville,MO,26,612.90,23.573077
Immokalee,FL,26,1022.07,39.310385
Jamesville,NY,26,885.46,34.056154
"La Valle",WI,26,502.65,19.332692
"Lake Arthur",LA,26,1820.00,70.000000
Lehi,UT,26,3682.29,141.626538
Leland,IL,26,791.51,30.442692
Lima,Peru,26,1645.74,63.297692
Rockville,IN,26,501.60,19.292308
Ruskin,FL,26,503.21,19.354231
"Saint Louis",MI,26,1833.17,70.506538
Salem,NY,26,963.48,37.056923
"Spring Hope",NC,26,1078.26,41.471538
Sumner,WA,26,682.73,26.258846
Surprise,AZ,26,3369.51,129.596538
Tallahassee,FL,26,1612.30,62.011538
Tecumseh,NE,26,567.10,21.811538
Tomball,TX,26,2025.26,77.894615
Tupelo,MS,26,987.97,37.998846
"Tygh Valley",OR,26,283.49,10.903462
Waterford,VA,26,379.65,14.601923
Waynesville,NC,26,450.54,17.328462
Weslaco,TX,26,409.78,15.760769
Wheaton,IL,26,1024.47,39.402692
"Wood River",NE,26,809.25,31.125000
Louisville,AL,26,29773.11,1145.119615
Mancelona,MI,26,3722.59,143.176538
Mechanicville,NY,26,2084.68,80.180000
Medford,NJ,26,1971.15,75.813462
Methuen,MA,26,2692.67,103.564231
Milan,TN,26,2083.59,80.138077
"Mount Pleasant",SC,26,1237.61,47.600385
"Mount Pleasant",TX,26,942.94,36.266923
"Mount Sinai",NY,26,612.69,23.565000
Murdock,MN,26,294.63,11.331923
Newburg,PA,26,1229.73,47.297308
"North Tazewell",VA,26,629.40,24.207692
Olcott,NY,26,581.43,22.362692
Pickens,SC,26,1017.15,39.121154
"Piper City",IL,26,665.39,25.591923
Pocahontas,TN,26,844.16,32.467692
"Ponte Vedra Beach",FL,26,955.76,36.760000
"Port Royal",SC,26,2072.23,79.701154
Raymondville,TX,26,1447.42,55.670000
Anoka,MN,26,1099.73,42.297308
"Aransas Pass",TX,26,1695.97,65.229615
Auburn,NY,26,976.29,37.549615
Bartow,FL,26,812.71,31.258077
Bayfield,CO,26,669.35,25.744231
Biggs,CA,26,615.61,23.677308
Braddock,PA,26,451.98,17.383846
Brenham,TX,26,458.40,17.630769
Bristol,IL,26,880.16,33.852308
Broadview,IL,26,1496.42,57.554615
Bruce,MS,26,1825.55,70.213462
Bucyrus,OH,26,1295.13,49.812692
Bush,LA,26,392.10,15.080769
Canby,OR,26,2376.44,91.401538
Chelmsford,MA,26,2135.99,82.153462
"Clifton Park",NY,26,1507.17,57.968077
Craftsbury,VT,26,2556.87,98.341154
"Deer River",MN,26,1301.37,50.052692
Deland,FL,26,297.81,11.454231
Durand,WI,26,520.17,20.006538
Duxbury,MA,26,881.43,33.901154
Adamsburg,PA,25,625.34,25.013600
Advance,NC,25,2204.88,88.195200
Augusta,ME,25,635.39,25.415600
Batesville,IN,25,891.33,35.653200
"Baxter Springs",KS,25,1195.68,47.827200
Bluffton,OH,25,1036.68,41.467200
Bridgeport,OH,25,600.63,24.025200
Bridgeview,IL,25,1415.31,56.612400
Brunswick,GA,25,1536.56,61.462400
Buchanan,GA,25,967.59,38.703600
"Buena Vista",VA,25,44.28,1.771200
Cameron,NC,25,1140.06,45.602400
"Canoga Park",CA,25,16390.37,655.614800
"Carol Stream",IL,25,5807.23,232.289200
Castor,LA,25,1761.43,70.457200
Chesaning,MI,25,600.68,24.027200
Churchville,NY,25,548.60,21.944000
"College Grove",TN,25,966.30,38.652000
Corvallis,OR,25,558.15,22.326000
Covington,VA,25,2323.71,92.948400
"Crane Hill",AL,25,3240.63,129.625200
Cromwell,IN,25,735.51,29.420400
Crookston,MN,25,442.05,17.682000
Doerun,GA,25,709.35,28.374000
Duarte,CA,25,399.49,15.979600
Dublin,PA,25,2806.47,112.258800
Dupont,WA,25,1302.99,52.119600
Smithfield,NC,25,3829.94,153.197600
Starbuck,MN,25,895.38,35.815200
Summerfield,NC,25,785.13,31.405200
Tulia,TX,25,688.15,27.526000
Uniondale,NY,25,1031.33,41.253200
Uniontown,PA,25,1331.90,53.276000
"Universal City",TX,25,2815.85,112.634000
Utica,MS,25,990.44,39.617600
"Van Horne",IA,25,575.65,23.026000
Vinton,IA,25,2214.83,88.593200
"Wallins Creek",KY,25,2129.24,85.169600
Waretown,NJ,25,1726.32,69.052800
Wayne,MI,25,361.75,14.470000
Wenatchee,WA,25,966.34,38.653600
"West Bend",IA,25,760.01,30.400400
Westerville,OH,25,597.09,23.883600
Wheeler,MI,25,809.62,32.384800
Zeeland,MI,25,812.70,32.508000
Enfield,CT,25,1471.32,58.852800
Estacada,OR,25,715.87,28.634800
"French Settlement",LA,25,526.17,21.046800
Gainesville,TX,25,1971.70,78.868000
Hamptonville,NC,25,1117.69,44.707600
Havertown,PA,25,1081.25,43.250000
"Hill City",MN,25,168.96,6.758400
Humbird,WI,25,1548.42,61.936800
Hyrum,UT,25,317.73,12.709200
Jamestown,PA,25,1170.35,46.814000
Kelseyville,CA,25,879.01,35.160400
Kerman,CA,25,849.27,33.970800
Kincaid,IL,25,838.98,33.559200
"Lake Mary",FL,25,966.64,38.665600
"Lone Star",TX,25,2387.30,95.492000
Lusby,MD,25,3052.47,122.098800
Lynden,WA,25,1159.39,46.375600
Macclesfield,NC,25,677.24,27.089600
Maringouin,LA,25,494.22,19.768800
Middletown,PA,25,1199.08,47.963200
"Mineral City",OH,25,605.87,24.234800
Monmouth,IL,25,842.70,33.708000
Moundsville,WV,25,1736.60,69.464000
"Mount Washington",KY,25,907.91,36.316400
"New Berlin",WI,25,731.78,29.271200
Nogales,AZ,25,943.80,37.752000
Onalaska,TX,25,3401.53,136.061200
Paulding,OH,25,2471.79,98.871600
Petersburg,VA,25,720.58,28.823200
"Pine Bush",NY,25,1134.14,45.365600
Poestenkill,NY,25,1083.14,43.325600
Radford,VA,25,421.24,16.849600
Manistee,MI,24,4007.13,166.963750
"Mc Ewen",TN,24,250.22,10.425833
Milan,MI,24,837.59,34.899583
Monaca,PA,24,857.69,35.737083
